sha256,region,category,pair_id,app_name,package,perm_count_local,permissions
0B387F643423A3F4F9D5D6708A2B05E3E72B5C0147D040D5D3BA40F128FB9F7F,eu,msg_2,msg2,Telegram,org.telegram.messenger,71,android.permission.ACCESS_BACKGROUND_LOCATION;android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_MEDIA_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BLUETOOTH;android.permission.BLUETOOTH_CONNECT;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.FOREGROUND_SERVICE;android.permission.FOREGROUND_SERVICE_CAMERA;android.permission.FOREGROUND_SERVICE_DATA_SYNC;android.permission.FOREGROUND_SERVICE_LOCATION;android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK;android.permission.FOREGROUND_SERVICE_MEDIA_PROJECTION;android.permission.FOREGROUND_SERVICE_MICROPHONE;android.permission.GET_ACCOUNTS;android.permission.INSTALL_SHORTCUT;android.permission.INTERNET;android.permission.MANAGE_ACCOUNTS;android.permission.MANAGE_OWN_CALLS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.POST_NOTIFICATIONS;android.permission.READ_APP_BADGE;android.permission.READ_CALL_LOG;android.permission.READ_CLIPBOARD;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_AUDIO;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VIDEO;android.permission.READ_PHONE_NUMBERS;android.permission.READ_PHONE_STATE;android.permission.READ_PROFILE;android.permission.READ_SYNC_SETTINGS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SYSTEM_ALERT_WINDOW;android.permission.USE_BIOMETRIC;android.permission.USE_FINGERPRINT;android.permission.USE_FULL_SCREEN_INTENT;android.permission.VIBRATE;android.permission.WAKE_LOCK;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SYNC_SETTINGS;com.anddoes.launcher.permission.UPDATE_COUNT;com.android.launcher.permission.INSTALL_SHORTCUT;com.android.launcher.permission.UNINSTALL_SHORTCUT;com.android.vending.BILLING;com.google.android.c2dm.permission.RECEIVE;com.google.android.providers.gsf.permission.READ_GSERVICES;com.htc.launcher.permission.READ_SETTINGS;com.htc.launcher.permission.UPDATE_SHORTCUT;com.huawei.android.launcher.permission.CHANGE_BADGE;com.huawei.android.launcher.permission.READ_SETTINGS;com.huawei.android.launcher.permission.WRITE_SETTINGS;com.majeur.launcher.permission.UPDATE_BADGE;com.oppo.launcher.permission.READ_SETTINGS;com.oppo.launcher.permission.WRITE_SETTINGS;com.sec.android.provider.badge.permission.READ;com.sec.android.provider.badge.permission.WRITE;com.sonyericsson.home.permission.BROADCAST_BADGE;com.sonymobile.home.permission.PROVIDER_INSERT_BADGE;me.everything.badger.permission.BADGE_COUNT_READ;me.everything.badger.permission.BADGE_COUNT_WRITE;org.telegram.messenger.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;org.telegram.messenger.permission.MAPS_RECEIVE
AF94CFC4463207594EEBEDEBEE47C5B2455F38BA3611988785FFFBCD87B85302,eu,social_1,social1,Facebook,com.facebook.katana,91,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_ADSERVICES_CUSTOM_AUDIENCE;android.permission.ACCESS_ADSERVICES_TOPICS;android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_MEDIA_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BATTERY_STATS;android.permission.BLUETOOTH;android.permission.BLUETOOTH_CONNECT;android.permission.BROADCAST_STICKY;android.permission.CAMERA;android.permission.CAPTURE_VIDEO_OUTPUT;android.permission.CHANGE_NETWORK_STATE;android.permission.CHANGE_WIFI_STATE;android.permission.CREDENTIAL_MANAGER_SET_ALLOWED_PROVIDERS;android.permission.DETECT_SCREEN_CAPTURE;android.permission.DETECT_SCREEN_RECORDING;android.permission.DOWNLOAD_WITHOUT_NOTIFICATION;android.permission.FOREGROUND_SERVICE;android.permission.FOREGROUND_SERVICE_CAMERA;android.permission.FOREGROUND_SERVICE_CONNECTED_DEVICE;android.permission.FOREGROUND_SERVICE_DATA_SYNC;android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK;android.permission.FOREGROUND_SERVICE_MEDIA_PROJECTION;android.permission.FOREGROUND_SERVICE_MICROPHONE;android.permission.FOREGROUND_SERVICE_PHONE_CALL;android.permission.GET_ACCOUNTS;android.permission.GET_TASKS;android.permission.INTERNET;android.permission.MANAGE_ACCOUNTS;android.permission.MANAGE_OWN_CALLS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.NFC;android.permission.POST_NOTIFICATIONS;android.permission.READ_BASIC_PHONE_STATE;android.permission.READ_CALENDAR;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VIDEO;android.permission.READ_MEDIA_VISUAL_USER_SELECTED;android.permission.READ_PHONE_STATE;android.permission.READ_PROFILE;android.permission.READ_SYNC_SETTINGS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.REORDER_TASKS;android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS;android.permission.RUN_USER_INITIATED_JOBS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.USE_BIOMETRIC;android.permission.USE_FINGERPRINT;android.permission.USE_FULL_SCREEN_INTENT;android.permission.VIBRATE;android.permission.WAKE_LOCK;android.permission.WRITE_CALENDAR;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SYNC_SETTINGS;com.amazon.device.messaging.permission.RECEIVE;com.android.launcher.permission.INSTALL_SHORTCUT;com.android.vending.BILLING;com.facebook.appmanager.UNPROTECTED_API_ACCESS;com.facebook.katana.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;com.facebook.katana.permission.CREATE_SHORTCUT;com.facebook.katana.permission.CROSS_PROCESS_BROADCAST_MANAGER;com.facebook.katana.permission.RECEIVE_ADM_MESSAGE;com.facebook.katana.provider.ACCESS;com.facebook.mlite.provider.ACCESS;com.facebook.orca.provider.ACCESS;com.facebook.pages.app.provider.ACCESS;com.facebook.permission.prod.FB_APP_COMMUNICATION;com.facebook.receiver.permission.ACCESS;com.facebook.services.identity.FEO2;com.google.android.c2dm.permission.RECEIVE;com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE;com.google.android.gms.permission.AD_ID;com.google.android.providers.gsf.permission.READ_GSERVICES;com.htc.launcher.permission.READ_SETTINGS;com.htc.launcher.permission.UPDATE_SHORTCUT;com.motorola.launcher3.permission.UNREAD_BADGE;com.nokia.pushnotifications.permission.RECEIVE;com.oculus.twilight.provider.ACCESS;com.sec.android.provider.badge.permission.READ;com.sec.android.provider.badge.permission.WRITE;com.sonyericsson.home.permission.BROADCAST_BADGE;com.sonymobile.home.permission.PROVIDER_INSERT_BADGE
CEEDC4D662EE8DA8E631F990D81074DD344E4AAC66A03DA66785872072B95AEB,eu,social_2,social2,X,com.twitter.android,68,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_ADSERVICES_TOPICS;android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.AD_SERVICES_CONFIG;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BLUETOOTH;android.permission.BLUETOOTH_CONNECT;android.permission.CAMERA;android.permission.CHANGE_NETWORK_STATE;android.permission.DETECT_SCREEN_CAPTURE;android.permission.FOREGROUND_SERVICE;android.permission.FOREGROUND_SERVICE_CAMERA;android.permission.FOREGROUND_SERVICE_DATA_SYNC;android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK;android.permission.FOREGROUND_SERVICE_MEDIA_PROJECTION;android.permission.FOREGROUND_SERVICE_MICROPHONE;android.permission.GET_ACCOUNTS;android.permission.INTERNET;android.permission.MANAGE_ACCOUNTS;android.permission.MANAGE_OWN_CALLS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.POST_NOTIFICATIONS;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VIDEO;android.permission.READ_MEDIA_VISUAL_USER_SELECTED;android.permission.READ_PHONE_STATE;android.permission.READ_PROFILE;android.permission.READ_SYNC_SETTINGS;android.permission.RECORD_AUDIO;android.permission.SHOW_ON_LOCK_SCREEN;android.permission.SYSTEM_ALERT_WINDOW;android.permission.USE_BIOMETRIC;android.permission.USE_CREDENTIALS;android.permission.USE_FINGERPRINT;android.permission.USE_FULL_SCREEN_INTENT;android.permission.VIBRATE;android.permission.WAKE_LOCK;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SYNC_SETTINGS;com.anddoes.launcher.permission.UPDATE_COUNT;com.android.launcher.permission.INSTALL_SHORTCUT;com.android.vending.BILLING;com.android.vending.CHECK_LICENSE;com.google.android.c2dm.permission.RECEIVE;com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE;com.google.android.gms.permission.AD_ID;com.google.android.providers.gsf.permission.READ_GSERVICES;com.htc.launcher.permission.READ_SETTINGS;com.htc.launcher.permission.UPDATE_SHORTCUT;com.huawei.android.launcher.permission.CHANGE_BADGE;com.huawei.android.launcher.permission.READ_SETTINGS;com.huawei.android.launcher.permission.WRITE_SETTINGS;com.oppo.launcher.permission.READ_SETTINGS;com.oppo.launcher.permission.WRITE_SETTINGS;com.sec.android.provider.badge.permission.READ;com.sec.android.provider.badge.permission.WRITE;com.sonyericsson.home.permission.BROADCAST_BADGE;com.sonymobile.home.permission.PROVIDER_INSERT_BADGE;com.twitter.account.ACCESS_ACCOUNT_PROVIDER;com.twitter.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;com.twitter.android.auth.login.ACCESS;com.twitter.android.permission.RESTRICTED
35154DA070E162CE661E5A7874030A052F71A40F8F0D72FD00D9DEDF8400AC0C,eu,transport_maps,maps,Google Maps,com.google.android.apps.maps,49,android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_BACKGROUND_LOCATION;android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.ACTIVITY_RECOGNITION;android.permission.BROADCAST_STICKY;android.permission.CAMERA;android.permission.CHANGE_NETWORK_STATE;android.permission.CHANGE_WIFI_STATE;android.permission.DETECT_SCREEN_CAPTURE;android.permission.DISABLE_KEYGUARD;android.permission.DOWNLOAD_WITHOUT_NOTIFICATION;android.permission.FOREGROUND_SERVICE;android.permission.FOREGROUND_SERVICE_DATA_SYNC;android.permission.FOREGROUND_SERVICE_LOCATION;android.permission.FOREGROUND_SERVICE_MEDIA_PROCESSING;android.permission.GET_ACCOUNTS;android.permission.GET_PACKAGE_SIZE;android.permission.INTERNET;android.permission.MANAGE_ACCOUNTS;android.permission.NFC;android.permission.POST_NOTIFICATIONS;android.permission.POST_PROMOTED_NOTIFICATIONS;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VIDEO;android.permission.READ_MEDIA_VISUAL_USER_SELECTED;android.permission.READ_SYNC_SETTINGS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.RUN_USER_INITIATED_JOBS;android.permission.SCHEDULE_EXACT_ALARM;android.permission.USE_CREDENTIALS;android.permission.VIBRATE;android.permission.WAKE_LOCK;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SYNC_SETTINGS;com.android.launcher.permission.INSTALL_SHORTCUT;com.google.android.apps.maps.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;com.google.android.c2dm.permission.RECEIVE;com.google.android.gms.permission.ACTIVITY_RECOGNITION;com.google.android.gms.permission.AD_ID;com.google.android.gms.permission.CAR_SPEED;com.google.android.googlequicksearchbox.permission.LAUNCH_FROM_GMM;com.google.android.googlequicksearchbox.permission.LENSVIEW_BROADCAST;com.google.android.providers.gsf.permission.READ_GSERVICES
36619D4E2EA10AED11E8C77866ED5D167425548B1AD2C6D1EFF2850CA747A7AE,eu,transport_rail,rail1,DB Navigator,de.hafas.android.db,19,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_SUPERUSER;android.permission.ACCESS_WIFI_STATE;android.permission.CAMERA;android.permission.FOREGROUND_SERVICE;android.permission.INTERNET;android.permission.NFC;android.permission.POST_NOTIFICATIONS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.WAKE_LOCK;com.google.android.c2dm.permission.RECEIVE;com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE;com.google.android.gms.permission.AD_ID;de.hafas.android.db.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;de.hafas.android.db.KRV_BROADCAST_PERMISSION
0DDA4438798F8A0AA016687F06909F883CE54000A576BE80CDC9BC7729215525,eu,transport_rail,rail2,Mobiliteit.lu,de.hafas.android.cdt,17,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.FOREGROUND_SERVICE;android.permission.FOREGROUND_SERVICE_LOCATION;android.permission.INTERNET;android.permission.POST_NOTIFICATIONS;android.permission.READ_CONTACTS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.SCHEDULE_EXACT_ALARM;android.permission.VIBRATE;android.permission.WAKE_LOCK;com.android.launcher.permission.INSTALL_SHORTCUT;com.google.android.c2dm.permission.RECEIVE;com.google.android.gms.permission.AD_ID;de.hafas.android.cdt.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;de.hafas.android.cdt.permission.INTERAPP
B6101DA1A808E1DE0FFB8FFBBA7CEF2229E7DE08AA5D10AA6DE37D629CDF142F,eu,transport_taxi,taxi,Bolt,ee.mtakso.client,40,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_BACKGROUND_LOCATION;android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.BLUETOOTH;android.permission.BLUETOOTH_ADMIN;android.permission.BLUETOOTH_ADVERTISE;android.permission.BLUETOOTH_CONNECT;android.permission.BLUETOOTH_SCAN;android.permission.CAMERA;android.permission.FOREGROUND_SERVICE;android.permission.FOREGROUND_SERVICE_LOCATION;android.permission.FOREGROUND_SERVICE_MICROPHONE;android.permission.FOREGROUND_SERVICE_PHONE_CALL;android.permission.GET_PACKAGE_SIZE;android.permission.INTERNET;android.permission.MANAGE_OWN_CALLS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.NFC;android.permission.POST_NOTIFICATIONS;android.permission.POST_PROMOTED_NOTIFICATIONS;android.permission.READ_CALENDAR;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.USE_BIOMETRIC;android.permission.USE_FINGERPRINT;android.permission.USE_FULL_SCREEN_INTENT;android.permission.VIBRATE;android.permission.WAKE_LOCK;android.permission.WRITE_CALENDAR;com.google.android.c2dm.permission.RECEIVE;com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE;com.google.android.gms.permission.AD_ID;com.google.android.providers.gsf.permission.READ_GSERVICES;com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA;com.samsung.android.mapsagent.permission.READ_APP_INFO;ee.mtakso.client.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION
25689DB366425428AB6C683D1ABE2FC7A9DA2C5DE5132F23F1A194619B5AA141,ru,bank_1,bank1,Sberbank,ru.sberbankmobile,68,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.ANSWER_PHONE_CALLS;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BLUETOOTH;android.permission.BLUETOOTH_ADMIN;android.permission.BLUETOOTH_ADVERTISE;android.permission.BLUETOOTH_CONNECT;android.permission.BLUETOOTH_SCAN;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.CHANGE_NETWORK_STATE;android.permission.CHANGE_WIFI_STATE;android.permission.DETECT_SCREEN_CAPTURE;android.permission.DOWNLOAD_WITHOUT_NOTIFICATION;android.permission.FLASHLIGHT;android.permission.FOREGROUND_SERVICE;android.permission.FOREGROUND_SERVICE_DATA_SYNC;android.permission.FOREGROUND_SERVICE_MICROPHONE;android.permission.FOREGROUND_SERVICE_PHONE_CALL;android.permission.FOREGROUND_SERVICE_SPECIAL_USE;android.permission.GET_ACCOUNTS;android.permission.GET_TASKS;android.permission.HIGH_SAMPLING_RATE_SENSORS;android.permission.INTERNET;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.MANAGE_ACCOUNTS;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.MANAGE_OWN_CALLS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.NFC;android.permission.POST_NOTIFICATIONS;android.permission.QUERY_ALL_PACKAGES;android.permission.QUICKBOOT_POWERON;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VISUAL_USER_SELECTED;android.permission.READ_PHONE_STATE;android.permission.READ_SYNC_SETTINGS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.REQUEST_DELETE_PACKAGES;android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SYSTEM_ALERT_WINDOW;android.permission.UPDATE_PACKAGES_WITHOUT_USER_ACTION;android.permission.USE_BIOMETRIC;android.permission.USE_FINGERPRINT;android.permission.VIBRATE;android.permission.WAKE_LOCK;android.permission.WRITE_CONTACTS;android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SYNC_SETTINGS;com.google.android.c2dm.permission.RECEIVE;com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE;com.google.android.gms.permission.AD_ID;com.google.android.providers.gsf.permission.READ_GSERVICES;ru.rtlabs.mobile.ebs.gosuslugi.permission.VERIFICATION;ru.sberbankmobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;ru.sberbankmobile.permission.PROCESS_PUSH_MSG;ru.sberbankmobile.permission.PUSH_PROVIDER
