category,pair_id,ru_app,eu_app,ru_perm_count_local,eu_perm_count_local,perm_in_ru_only_count,perm_in_eu_only_count,common_perm_count,ru_only_permissions,eu_only_permissions,common_permissions
bank_1,bank1,Sberbank,BGL,68,22,49,3,19,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ANSWER_PHONE_CALLS;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BLUETOOTH;android.permission.BLUETOOTH_ADMIN;android.permission.BLUETOOTH_ADVERTISE;android.permission.BLUETOOTH_CONNECT;android.permission.BLUETOOTH_SCAN;android.permission.CHANGE_NETWORK_STATE;android.permission.CHANGE_WIFI_STATE;android.permission.DETECT_SCREEN_CAPTURE;android.permission.DOWNLOAD_WITHOUT_NOTIFICATION;android.permission.FLASHLIGHT;android.permission.FOREGROUND_SERVICE_DATA_SYNC;android.permission.FOREGROUND_SERVICE_MICROPHONE;android.permission.FOREGROUND_SERVICE_PHONE_CALL;android.permission.FOREGROUND_SERVICE_SPECIAL_USE;android.permission.GET_ACCOUNTS;android.permission.GET_TASKS;android.permission.HIGH_SAMPLING_RATE_SENSORS;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.MANAGE_ACCOUNTS;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.MANAGE_OWN_CALLS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.NFC;android.permission.QUERY_ALL_PACKAGES;android.permission.QUICKBOOT_POWERON;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VISUAL_USER_SELECTED;android.permission.READ_SYNC_SETTINGS;android.permission.RECORD_AUDIO;android.permission.REQUEST_DELETE_PACKAGES;android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.UPDATE_PACKAGES_WITHOUT_USER_ACTION;android.permission.USE_BIOMETRIC;android.permission.USE_FINGERPRINT;android.permission.WRITE_CONTACTS;android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS;android.permission.WRITE_SYNC_SETTINGS;com.google.android.providers.gsf.permission.READ_GSERVICES;ru.rtlabs.mobile.ebs.gosuslugi.permission.VERIFICATION;ru.sberbankmobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;ru.sberbankmobile.permission.PROCESS_PUSH_MSG;ru.sberbankmobile.permission.PUSH_PROVIDER,com.personetics.module.permission.C2D_MESSAGE;lu.bgl.spm.retail.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;lu.bgl.spm.retail.LISTEN_BEADVISED_BROADCAST,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.FOREGROUND_SERVICE;android.permission.INTERNET;android.permission.POST_NOTIFICATIONS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.SYSTEM_ALERT_WINDOW;android.permission.VIBRATE;android.permission.WAKE_LOCK;android.permission.WRITE_EXTERNAL_STORAGE;com.google.android.c2dm.permission.RECEIVE;com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE;com.google.android.gms.permission.AD_ID
bank_2,bank2,Tinkoff,ING Luxembourg,75,11,66,2,9,android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_BACKGROUND_LOCATION;android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_MEDIA_LOCATION;android.permission.BLUETOOTH;android.permission.BLUETOOTH_ADMIN;android.permission.BLUETOOTH_CONNECT;android.permission.BLUETOOTH_SCAN;android.permission.CAMERA;android.permission.CHANGE_NETWORK_STATE;android.permission.CHANGE_WIFI_STATE;android.permission.DETECT_SCREEN_CAPTURE;android.permission.DETECT_SCREEN_RECORDING;android.permission.DOWNLOAD_WITHOUT_NOTIFICATION;android.permission.FOREGROUND_SERVICE;android.permission.FOREGROUND_SERVICE_CAMERA;android.permission.FOREGROUND_SERVICE_DATA_SYNC;android.permission.FOREGROUND_SERVICE_LOCATION;android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK;android.permission.FOREGROUND_SERVICE_MEDIA_PROCESSING;android.permission.FOREGROUND_SERVICE_MICROPHONE;android.permission.FOREGROUND_SERVICE_PHONE_CALL;android.permission.HIGH_SAMPLING_RATE_SENSORS;android.permission.MANAGE_OWN_CALLS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.NEARBY_WIFI_DEVICES;android.permission.NFC;android.permission.QUERY_ALL_PACKAGES;android.permission.READ_CALENDAR;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_MEDIA_AUDIO;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VIDEO;android.permission.READ_PHONE_NUMBERS;android.permission.READ_PHONE_STATE;android.permission.READ_SECURE_SETTINGS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SCHEDULE_EXACT_ALARM;android.permission.SYSTEM_ALERT_WINDOW;android.permission.UPDATE_PACKAGES_WITHOUT_USER_ACTION;android.permission.USE_EXACT_ALARM;android.permission.USE_FINGERPRINT;android.permission.USE_FULL_SCREEN_INTENT;android.permission.USE_SPI;android.permission.VIBRATE;android.permission.WRITE_CALENDAR;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_MEDIA_IMAGES;com.android.alarm.permission.SET_ALARM;com.google.android.gms.permission.AD_ID;com.google.android.providers.gsf.permission.READ_GSERVICES;com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA;com.huawei.permission.ACCESS_HW_KEYSTORE;com.idamob.tinkoff.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;com.idamob.tinkoff.android.permission.PROCESS_PUSH_MSG;com.idamob.tinkoff.android.permission.PUSH_PROVIDER;com.idamob.tinkoff.android.permission.pushserver.RECEIVE;com.samsung.android.mapsagent.permission.READ_APP_INFO;com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY;ru.rtlabs.mobile.ebs.gosuslugi.permission.VERIFICATION;ru.tbank.twork.permission.TWORK_ENTRY_POINT_PERMISSION,com.ing.lu.mobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;com.ing.lu.mobile.broadcast.permission,android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.CALL_PHONE;android.permission.INTERNET;android.permission.POST_NOTIFICATIONS;android.permission.READ_EXTERNAL_STORAGE;android.permission.USE_BIOMETRIC;android.permission.WAKE_LOCK;com.google.android.c2dm.permission.RECEIVE
bank_3,bank3,Alfa Bank,Revolut,46,50,15,19,31,android.permission.READ_MEDIA_IMAGES;android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.UPDATE_PACKAGES_WITHOUT_USER_ACTION;android.permission.USB_PERMISSION;android.permission.USE_SPI;android.permission.health.READ_STEPS;com.google.android.providers.gsf.permission.READ_GSERVICES;com.huawei.permission.ACCESS_HW_KEYSTORE;ru.alfabank.oavdo.amc.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;ru.alfabank.oavdo.amc.permission.C2D_MESSAGE;ru.alfabank.oavdo.amc.permission.PROCESS_PUSH_MSG;ru.alfabank.oavdo.amc.permission.PUSH_CLEAR;ru.alfabank.oavdo.amc.permission.PUSH_PROVIDER;ru.alfabank.oavdo.amc.permission.pushserver.RECEIVE,android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BLUETOOTH_SCAN;android.permission.CHANGE_NETWORK_STATE;android.permission.DETECT_SCREEN_CAPTURE;android.permission.DETECT_SCREEN_RECORDING;android.permission.FOREGROUND_SERVICE_MEDIA_PROJECTION;android.permission.FOREGROUND_SERVICE_MICROPHONE;android.permission.FOREGROUND_SERVICE_PHONE_CALL;android.permission.HIGH_SAMPLING_RATE_SENSORS;android.permission.MANAGE_OWN_CALLS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.QUERY_ALL_PACKAGES;android.permission.READ_PHONE_NUMBERS;android.permission.READ_SYNC_SETTINGS;android.permission.USE_FULL_SCREEN_INTENT;android.permission.WRITE_SYNC_SETTINGS;com.revolut.chat_client.permission.C2D_MESSAGE;com.revolut.revolut.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;com.revolut.revolut.lpa.permission.BROADCAST,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.BLUETOOTH;android.permission.BLUETOOTH_ADMIN;android.permission.BLUETOOTH_CONNECT;android.permission.CAMERA;android.permission.CHANGE_WIFI_STATE;android.permission.FOREGROUND_SERVICE;android.permission.GET_ACCOUNTS;android.permission.INTERNET;android.permission.NFC;android.permission.POST_NOTIFICATIONS;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.USE_BIOMETRIC;android.permission.USE_FINGERPRINT;android.permission.VIBRATE;android.permission.WAKE_LOCK;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE;com.google.android.c2dm.permission.RECEIVE;com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE;com.google.android.gms.permission.AD_ID;com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA
bank_4,bank4,VTB,BILnet,63,26,41,4,22,android.permission.ACCESS_BACKGROUND_LOCATION;android.permission.ACCESS_COARSE_LOCATION;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_REMOTEVIEWS;android.permission.BLUETOOTH;android.permission.BLUETOOTH_ADVERTISE;android.permission.BLUETOOTH_CONNECT;android.permission.BLUETOOTH_SCAN;android.permission.BROADCAST_STICKY;android.permission.CALL_PHONE;android.permission.CHANGE_WIFI_STATE;android.permission.DETECT_SCREEN_RECORDING;android.permission.GET_ACCOUNTS;android.permission.GET_TASKS;android.permission.MANAGE_ACCOUNTS;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.NFC;android.permission.READ_CALENDAR;android.permission.READ_CONTACTS;android.permission.READ_MEDIA_AUDIO;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VIDEO;android.permission.READ_SYNC_SETTINGS;android.permission.REORDER_TASKS;android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.UPDATE_PACKAGES_WITHOUT_USER_ACTION;android.permission.WRITE_CALENDAR;android.permission.WRITE_CONTACTS;android.permission.WRITE_SYNC_SETTINGS;com.android.launcher.permission.INSTALL_SHORTCUT;com.google.android.providers.gsf.permission.READ_GSERVICES;com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY;ru.rtlabs.mobile.ebs.gosuslugi.permission.VERIFICATION;ru.rtlabs.mobile.ebs.permission.VERIFICATION;ru.vtb24.mobilebanking.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;ru.vtb24.mobilebanking.android.permission.INIT_EVENT;ru.vtb24.mobilebanking.android.permission.MESSAGING_EVENT;ru.vtb24.mobilebanking.android.permission.PROCESS_PUSH_MSG;ru.vtb24.mobilebanking.android.permission.PUSH_PROVIDER;ru.vtb24.mobilebanking.android.permission.WIDGET_REFRESH_EVENT,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.FLASHLIGHT;com.bil.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.CAMERA;android.permission.DETECT_SCREEN_CAPTURE;android.permission.DOWNLOAD_WITHOUT_NOTIFICATION;android.permission.FOREGROUND_SERVICE;android.permission.INTERNET;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.POST_NOTIFICATIONS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.SYSTEM_ALERT_WINDOW;android.permission.USE_BIOMETRIC;android.permission.USE_FINGERPRINT;android.permission.VIBRATE;android.permission.WAKE_LOCK;android.permission.WRITE_EXTERNAL_STORAGE;com.google.android.c2dm.permission.RECEIVE;com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE
ecom_1,ecom1,Ozon,Amazon Shopping,34,69,9,44,25,android.permission.CHANGE_NETWORK_STATE;android.permission.DETECT_SCREEN_RECORDING;android.permission.READ_CALL_LOG;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VIDEO;android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS;com.google.android.providers.gsf.permission.READ_GSERVICES;ru.ozon.app.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;ru.ozon.fintech.permission.WRITE_PROVIDER_DATA,amazon.permission.COLLECT_METRICS;android.permission.ACCESS_BACKGROUND_LOCATION;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BLUETOOTH_ADMIN;android.permission.BLUETOOTH_ADVERTISE;android.permission.BLUETOOTH_CONNECT;android.permission.BLUETOOTH_SCAN;android.permission.CREDENTIAL_MANAGER_QUERY_CANDIDATE_CREDENTIALS;android.permission.FLASHLIGHT;android.permission.FOREGROUND_SERVICE_LOCATION;android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK;android.permission.GET_ACCOUNTS;android.permission.HIGH_SAMPLING_RATE_SENSORS;android.permission.MANAGE_ACCOUNTS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.NEARBY_WIFI_DEVICES;android.permission.RECORD_AUDIO;android.permission.USE_CREDENTIALS;com.amazon.appmanager.preload.permission.READ_PRELOAD_DEVICE_INFO_PROVIDER;com.amazon.dcp.config.permission.DYN_CONFIG_VALUES_UPDATED;com.amazon.dcp.metrics.permission.METRICS_PERMISSION;com.amazon.dcp.settings.permission.READ_SETTINGS;com.amazon.dcp.sso.permission.AmazonAccountPropertyService.property.changed;com.amazon.dcp.sso.permission.CUSTOMER_ATTRIBUTE_SERVICE;com.amazon.dcp.sso.permission.MANAGE_COR_PFM;com.amazon.dcp.sso.permission.USE_DEVICE_CREDENTIALS;com.amazon.dcp.sso.permission.account.changed;com.amazon.identity.auth.device.perm.AUTH_SDK;com.amazon.identity.permission.CALL_AMAZON_DEVICE_INFORMATION_PROVIDER;com.amazon.identity.permission.CAN_CALL_MAP_INFORMATION_PROVIDER;com.amazon.identity.permission.GENERIC_IPC;com.amazon.mShop.android.shopping.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;com.amazon.whisperjoin.deviceprovisioningservice.AllowListPolicyUpdatePermission;com.amazon.whisperjoin.deviceprovisioningservice.ArcusUpdatePermission;com.amazon.whisperjoin.deviceprovisioningservice.FFSServiceActionPermission;com.android.launcher.permission.INSTALL_SHORTCUT;com.android.launcher.permission.READ_SETTINGS;com.android.vending.BILLING;com.android.vending.CHECK_LICENSE;com.google.android.apps.photos.permission.GOOGLE_PHOTOS;com.htc.launcher.permission.READ_SETTINGS;com.htc.launcher.permission.UPDATE_SHORTCUT;com.sec.android.provider.badge.permission.READ;com.sec.android.provider.badge.permission.WRITE,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.BLUETOOTH;android.permission.CAMERA;android.permission.CHANGE_WIFI_STATE;android.permission.DETECT_SCREEN_CAPTURE;android.permission.FOREGROUND_SERVICE;android.permission.INTERNET;android.permission.NFC;android.permission.POST_NOTIFICATIONS;android.permission.READ_BASIC_PHONE_STATE;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.USE_BIOMETRIC;android.permission.USE_FINGERPRINT;android.permission.VIBRATE;android.permission.WAKE_LOCK;android.permission.WRITE_EXTERNAL_STORAGE;com.google.android.c2dm.permission.RECEIVE;com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE;com.google.android.gms.permission.AD_ID
ecom_2,ecom2,Wildberries,Zalando,53,25,35,7,18,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BLUETOOTH;android.permission.CHANGE_NETWORK_STATE;android.permission.CHANGE_WIFI_STATE;android.permission.DETECT_SCREEN_CAPTURE;android.permission.DOWNLOAD_WITHOUT_NOTIFICATION;android.permission.GET_ACCOUNTS;android.permission.MANAGE_ACCOUNTS;android.permission.NFC;android.permission.READ_APP_BADGE;android.permission.READ_CONTACTS;android.permission.USE_BIOMETRIC;android.permission.USE_CREDENTIALS;android.permission.USE_FINGERPRINT;com.anddoes.launcher.permission.UPDATE_COUNT;com.google.android.providers.gsf.permission.READ_GSERVICES;com.htc.launcher.permission.READ_SETTINGS;com.htc.launcher.permission.UPDATE_SHORTCUT;com.huawei.android.launcher.permission.CHANGE_BADGE;com.huawei.android.launcher.permission.READ_SETTINGS;com.huawei.android.launcher.permission.WRITE_SETTINGS;com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA;com.majeur.launcher.permission.UPDATE_BADGE;com.oppo.launcher.permission.READ_SETTINGS;com.oppo.launcher.permission.WRITE_SETTINGS;com.samsung.android.mapsagent.permission.READ_APP_INFO;com.sec.android.provider.badge.permission.READ;com.sec.android.provider.badge.permission.WRITE;com.sonyericsson.home.permission.BROADCAST_BADGE;com.sonymobile.home.permission.PROVIDER_INSERT_BADGE;com.wildberries.ru.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION;me.everything.badger.permission.BADGE_COUNT_READ;me.everything.badger.permission.BADGE_COUNT_WRITE,android.permission.FOREGROUND_SERVICE_DATA_SYNC;android.permission.MICROPHONE;android.permission.READ_MEDIA_VISUAL_USER_SELECTED;android.permission.RECORD_AUDIO;android.permission.SCHEDULE_EXACT_ALARM;com.adjust.preinstall.READ_PERMISSION;de.zalando.mobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.CAMERA;android.permission.FOREGROUND_SERVICE;android.permission.INTERNET;android.permission.POST_NOTIFICATIONS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VIDEO;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.VIBRATE;android.permission.WAKE_LOCK;android.permission.WRITE_EXTERNAL_STORAGE;com.google.android.c2dm.permission.RECEIVE;com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE;com.google.android.gms.permission.AD_ID
